ID,Recidivism_Arrest_Year1
958,0.19707885
960,0.3275967
962,0.13161935
966,0.12853931
970,0.36330137
972,0.41948608
977,0.3442818
987,0.21127424
989,0.32701802
990,0.24176233
992,0.29869756
993,0.423933
994,0.40124923
996,0.19190493
999,0.3786248
1004,0.17696959
1005,0.13904294
1010,0.44281933
1011,0.20054458
1014,0.18599294
1016,0.17790519
1017,0.7044268
1018,0.29505664
1021,0.27710032
1024,0.16685139
1028,0.05709701
1030,0.46522987
1031,0.11825936
1033,0.21921383
1038,0.18277827
1043,0.30348697
1045,0.35962886
1047,0.44555873
1048,0.26511854
1049,0.25661036
1051,0.2789986
1053,0.2065388
1057,0.4753265
1060,0.35272163
1066,0.23602553
1070,0.18677936
1075,0.14358665
1077,0.37867895
1078,0.40262404
1080,0.47435305
1082,0.22872664
1088,0.2903179
1090,0.2707888
1095,0.44803634
1102,0.16392086
1104,0.2729117
1105,0.08959956
1112,0.3828666
1113,0.3296506
1114,0.41801825
1118,0.5780038
1120,0.21216425
1123,0.2841245
1124,0.21811548
1126,0.29673177
1131,0.37951022
1132,0.2522244
1134,0.12639925
1137,0.47769344
1139,0.075432904
1140,0.2566564
1143,0.38633132
1144,0.1632175
1149,0.5196096
1152,0.20024237
1162,0.48780575
1168,0.13318944
1172,0.41811267
1176,0.27530605
1182,0.24122314
1186,0.4942976
1187,0.18524194
1189,0.4534772
1190,0.24667223
1195,0.0821558
1196,0.35807264
1197,0.40084958
1208,0.4879843
1211,0.56030613
1218,0.33879665
1221,0.19065431
1223,0.3802108
1227,0.27936682
1230,0.5129077
1231,0.38247338
1232,0.08477217
1233,0.4629501
1238,0.32911393
1240,0.35220265
1242,0.3409246
1243,0.43136135
1244,0.12804458
1245,0.21250847
1249,0.50200874
1255,0.30444708
1257,0.46528983
1259,0.2993194
1265,0.60491204
1267,0.14632195
1268,0.2397645
1272,0.31765223
1275,0.29844138
1277,0.34166867
1278,0.16525091
1282,0.5197726
1287,0.27225196
1289,0.1149531
1291,0.2736896
1299,0.2957774
1300,0.36210173
1302,0.30268568
1303,0.3401561
1305,0.39470068
1307,0.20988913
1310,0.40174398
1316,0.23433654
1319,0.30590972
1323,0.20056288
1326,0.36571115
1327,0.14105058
1328,0.52417207
1329,0.30055755
1335,0.33011922
1337,0.07730246
1338,0.29519546
1341,0.07329714
1348,0.19480886
1352,0.29382363
1353,0.34704605
1368,0.4917416
1371,0.5451599
1372,0.29836375
1377,0.17897607
1378,0.31722152
1381,0.50014883
1382,0.38602355
1386,0.1560794
1392,0.35031334
1395,0.24696772
1402,0.2197378
1405,0.40943095
1406,0.10018307
1414,0.17949681
1417,0.36396977
1419,0.5839382
1422,0.08861332
1424,0.2968952
1426,0.27414387
1428,0.30145845
1431,0.21547028
1433,0.40488765
1434,0.13895419
1435,0.14525442
1436,0.2633251
1437,0.3435615
1438,0.116724774
1448,0.20411187
1449,0.34098917
1451,0.31141
1452,0.38331473
1453,0.17977688
1454,0.5233175
1458,0.3716819
1465,0.02959164
1466,0.33325493
1470,0.23178948
1471,0.2526402
1474,0.3667603
1476,0.31683528
1477,0.23835582
1478,0.053320337
1479,0.40300396
1481,0.19167133
1482,0.35714534
1490,0.3918084
1491,0.31768274
1493,0.21336487
1498,0.18276434
1505,0.14813918
1508,0.49755138
1509,0.2025325
1513,0.46026856
1514,0.34569544
1518,0.14852479
1521,0.4379918
1525,0.20077655
1527,0.19000266
1528,0.23649766
1533,0.35662207
1536,0.6257486
1538,0.20730036
1539,0.17845082
1549,0.28667906
1552,0.34158763
1559,0.2120269
1560,0.2202013
1561,0.40059316
1565,0.42131054
1572,0.28788015
1574,0.41540557
1578,0.5410848
1580,0.17965302
1586,0.397002
1598,0.16616994
1603,0.38702253
1604,0.4293068
1608,0.5432154
1612,0.4702784
1613,0.35075504
1614,0.4055371
1616,0.0888155
1621,0.2252312
1623,0.1389259
1628,0.36414453
1629,0.36573634
1632,0.2886189
1635,0.107984915
1644,0.3678128
1649,0.30798364
1650,0.16554087
1659,0.38220054
1663,0.21249661
1664,0.17329432
1666,0.4050436
1670,0.061671987
1681,0.5642584
1688,0.5046109
1692,0.055822775
1698,0.3515579
1708,0.45342562
1710,0.26319927
1714,0.35987824
1715,0.25189033
1716,0.28426182
1719,0.21283105
1720,0.30404174
1721,0.4658458
1722,0.30975625
1723,0.2838262
1726,0.4717878
1729,0.5164704
1730,0.28884244
1735,0.09808649
1740,0.18050426
1744,0.29150027
1746,0.20948033
1747,0.33825845
1749,0.27600977
1753,0.32149604
1755,0.27502707
1758,0.1695341
1760,0.16795158
1762,0.2220512
1765,0.45905742
1766,0.37188604
1767,0.49854025
1769,0.18355681
1773,0.54830545
1778,0.34202695
1779,0.16675563
1780,0.2348706
1781,0.35223532
1787,0.2785528
1790,0.3077547
1792,0.21360867
1793,0.21897447
1794,0.24438332
1799,0.43558457
1806,0.49825197
1808,0.42027584
1811,0.3561456
1813,0.24240606
1816,0.5240777
1817,0.48340154
1819,0.26356298
1820,0.43484095
1822,0.25956425
1828,0.4770331
1829,0.2668789
1831,0.31141877
1837,0.2994762
1841,0.2992314
1842,0.1578184
1845,0.5133117
1852,0.28338426
1854,0.20047931
1855,0.268731
1862,0.30944842
1870,0.33136472
1872,0.29640216
1873,0.08184053
1874,0.2844173
1877,0.066738635
1880,0.30520532
1883,0.41454908
1884,0.16930509
1889,0.24194269
1892,0.15787451
1893,0.42057106
1904,0.23891653
1910,0.5196691
1913,0.4505282
1919,0.31097206
1921,0.24308135
1925,0.23099786
1927,0.26451853
1929,0.26546922
1936,0.057208914
1937,0.09863767
1939,0.04945352
1940,0.039701503
1941,0.12650962
1943,0.36418942
1946,0.087680146
1947,0.060358856
1949,0.3154865
1951,0.054925114
1965,0.2973832
1969,0.106021844
1970,0.1478885
1974,0.3002835
1975,0.18697912
1977,0.3316874
1981,0.36872923
1988,0.52849853
1993,0.25734583
1994,0.2988792
1998,0.22982918
1999,0.42102334
2003,0.27700493
2004,0.3480322
2008,0.10460307
2012,0.25578249
2019,0.17659321
2023,0.102508985
2025,0.22449957
2028,0.336627
2029,0.34061772
2030,0.18239486
2033,0.29432636
2034,0.15382975
2035,0.16687761
2036,0.094352886
2037,0.040513724
2045,0.04655572
2046,0.15965565
2051,0.1855998
2055,0.18804926
2056,0.35768503
2058,0.38567436
2061,0.34705338
2069,0.36456546
2070,0.2055785
2071,0.5144359
2079,0.49917024
2081,0.23513955
2082,0.40748775
2084,0.35583955
2087,0.29434794
2091,0.18792081
2092,0.17870006
2099,0.09806844
2100,0.21578701
2101,0.27971232
2106,0.15450932
2111,0.04860478
2116,0.14984281
2124,0.29847598
2125,0.16189358
2126,0.3997166
2128,0.29363978
2129,0.3139479
2131,0.32640544
2133,0.16448286
2135,0.5109039
2137,0.09290421
2140,0.36166516
2141,0.08325212
2142,0.05584701
2145,0.07969315
2151,0.42031989
2152,0.11834439
2155,0.0460126
2160,0.32817155
2162,0.663072
2164,0.25289974
2168,0.19074823
2175,0.25252274
2185,0.05296199
2187,0.47760183
2188,0.51378834
2194,0.18080042
2203,0.1749216
2206,0.26713586
2207,0.21458016
2211,0.24061796
2212,0.290197
2213,0.48935857
2216,0.37994483
2217,0.5116146
2220,0.27834526
2221,0.14495265
2223,0.2308448
2225,0.23062728
2227,0.33002818
2235,0.4811051
2237,0.43168205
2239,0.1463443
2242,0.25192496
2250,0.21254964
2253,0.24869224
2258,0.27767432
2259,0.39925775
2261,0.33946297
2264,0.3163253
2274,0.3886748
2282,0.15898477
2285,0.41082326
2287,0.21204953
2293,0.3914111
2301,0.44264308
2302,0.3456363
2303,0.5045327
2307,0.4771718
2308,0.4526723
2309,0.059167884
2312,0.35698906
2314,0.3059101
2319,0.1885085
2320,0.26139665
2322,0.31223977
2329,0.31709003
2331,0.35074288
2332,0.369481
2333,0.43426314
2336,0.21051025
2354,0.23928933
2355,0.14923233
2356,0.48454994
2359,0.24752028
2360,0.34611878
2363,0.052613284
2365,0.20837261
2368,0.08116606
2372,0.18709427
2375,0.5304328
2378,0.048477326
2379,0.07876723
2381,0.22383636
2384,0.46362242
2385,0.22090459
2387,0.10460577
2391,0.49572787
2398,0.34534964
2404,0.55752903
2405,0.43570226
2409,0.17658074
2417,0.1802745
2418,0.34895805
2420,0.33653817
2425,0.46145612
2426,0.37554526
2428,0.48927772
2430,0.3899848
2434,0.1307649
2441,0.2918974
2443,0.44334543
2445,0.33472273
2446,0.30966726
2447,0.20381983
2449,0.33280176
2453,0.2136499
2455,0.3258181
2456,0.13166267
2457,0.25018427
2459,0.39095154
2465,0.40376085
2467,0.059979424
2471,0.2446012
2475,0.09338603
2480,0.4222382
2481,0.06851961
2487,0.34959576
2489,0.30083513
2490,0.4738039
2492,0.36965847
2493,0.39723602
2497,0.19777383
2499,0.26857674
2503,0.23902246
2504,0.40910858
2505,0.37503222
2514,0.22803982
2515,0.11465777
2518,0.5025281
2523,0.28655776
2525,0.07830091
2528,0.25088966
2529,0.094059624
2530,0.25578675
2531,0.5123621
2533,0.2859112
2534,0.28036264
2535,0.33408877
2536,0.49235937
2539,0.20318805
2540,0.14869517
2543,0.23236315
2545,0.50732446
2554,0.10283033
2559,0.5557842
2565,0.5312238
2569,0.415386
2570,0.41102123
2572,0.15508628
2573,0.3124825
2575,0.42656392
2576,0.32118237
2579,0.52575505
2580,0.49103132
2587,0.35006595
2591,0.29778153
2593,0.54172635
2600,0.041800994
2601,0.22872369
2604,0.2704832
2606,0.45079434
2607,0.31572095
2611,0.3253408
2614,0.6996546
2616,0.34682548
2618,0.033043846
2619,0.22916904
2621,0.18547146
2625,0.11849232
2630,0.34142813
2637,0.17333904
2642,0.43189043
2645,0.72559977
2646,0.10340727
2653,0.32289168
2654,0.42387387
2665,0.25572482
2671,0.22218448
2672,0.115428306
2674,0.27876657
2675,0.3670692
2676,0.063686766
2679,0.38016754
2683,0.5128781
2684,0.27907264
2698,0.42278665
2708,0.3361933
2712,0.080965124
2716,0.09540649
2719,0.4240037
2720,0.26220176
2723,0.07077226
2724,0.42037508
2726,0.43672407
2728,0.3722954
2729,0.23105778
2741,0.0428858
2744,0.30488855
2748,0.42011687
2749,0.1669175
2751,0.27146518
2765,0.20298213
2778,0.084656484
2785,0.13430265
2787,0.24283537
2790,0.076983616
2791,0.48192564
2794,0.103575304
2796,0.4209802
2801,0.027842313
2804,0.23726134
2805,0.056501318
2807,0.12260869
2810,0.10010772
2812,0.320987
2814,0.5759505
2817,0.46442574
2818,0.30539894
2837,0.2955596
2839,0.15133023
2840,0.51918906
2843,0.26989406
2851,0.30102414
2852,0.36607
2856,0.09085204
2858,0.30309764
2859,0.04157153
2860,0.3999325
2862,0.32625055
2868,0.30654782
2880,0.3600209
2881,0.07175761
2882,0.33390206
2884,0.32945538
2888,0.14719015
2889,0.10668626
2890,0.30568978
2892,0.08019625
2901,0.13626467
2904,0.09394091
2905,0.062106922
2907,0.2825158
2911,0.25970906
2912,0.37310588
2913,0.21474344
2918,0.2832047
2919,0.16211551
2923,0.29749978
2926,0.21076973
2927,0.3121827
2932,0.27137357
2935,0.3223052
2938,0.3656404
2943,0.21522151
2951,0.15286283
2952,0.12241394
2953,0.08875274
2957,0.059928123
2963,0.098100334
2967,0.37378764
2968,0.092424534
2977,0.18633516
2978,0.07697801
2980,0.07192419
2990,0.1867309
2991,0.37242666
2992,0.11630731
2994,0.12293377
2997,0.23111114
2999,0.38484013
3001,0.047876257
3005,0.33167365
3007,0.2930185
3009,0.060448963
3020,0.08606215
3021,0.055137496
3025,0.28553197
3027,0.0948072
3035,0.19786143
3036,0.177983
3037,0.27143577
3039,0.45706254
3042,0.3890508
3049,0.089019336
3051,0.48956767
3054,0.12247728
3057,0.12107001
3066,0.4387408
3072,0.25156653
3073,0.06305163
3078,0.27605036
3080,0.21120602
3089,0.38235644
3092,0.30694786
3100,0.0671167
3106,0.30729914
3108,0.13473631
3110,0.09969937
3111,0.52834857
3114,0.42278525
3120,0.13841854
3121,0.3910919
3128,0.225374
3138,0.5211952
3145,0.24087863
3155,0.25834063
3160,0.47461772
3167,0.12423796
3168,0.25978836
3171,0.4191448
3172,0.040212844
3178,0.061259005
3180,0.11815991
3183,0.64813215
3188,0.032650717
3193,0.19419546
3198,0.33949956
3211,0.08812519
3221,0.11324838
3225,0.15693067
3227,0.08478107
3229,0.13580175
3232,0.118469454
3234,0.29782543
3238,0.076377325
3239,0.041379876
3243,0.31360397
3244,0.2729094
3246,0.08648044
3253,0.3424436
3261,0.3237333
3262,0.095392846
3264,0.12564982
3267,0.5344679
3271,0.3529338
3276,0.122168764
3278,0.11493751
3282,0.30216736
3286,0.17343771
3287,0.17241187
3291,0.4688414
3292,0.51642615
3298,0.06766779
3301,0.076529734
3304,0.25536475
3305,0.24569629
3308,0.21816899
3314,0.47809428
3315,0.55259717
3318,0.30576286
3321,0.039007295
3322,0.47790074
3323,0.35050622
3326,0.30687636
3327,0.4250151
3336,0.28292423
3341,0.120137535
3349,0.3923616
3351,0.21367143
3354,0.46992096
3355,0.3642071
3357,0.26430815
3360,0.5265204
3369,0.4498243
3372,0.05229972
3374,0.23819569
3377,0.23793204
3382,0.6954287
3384,0.20277362
3388,0.34977522
3390,0.2859557
3396,0.041155558
3397,0.25980198
3400,0.2551047
3402,0.13113531
3405,0.08605023
3406,0.6163179
3424,0.25010136
3427,0.502996
3429,0.12804273
3433,0.408353
3434,0.06899501
3441,0.17847458
3449,0.4388318
3450,0.1890359
3454,0.49490908
3455,0.3770789
3459,0.12125208
3460,0.2767768
3462,0.20077527
3468,0.35523203
3470,0.3594758
3471,0.45118007
3472,0.25666103
3477,0.33164486
3481,0.07280137
3484,0.3881319
3488,0.056622334
3490,0.35861424
3492,0.4437918
3496,0.24183148
3503,0.46173817
3507,0.16465741
3509,0.29523122
3513,0.09435325
3520,0.316626
3530,0.17490171
3531,0.10431152
3532,0.18938519
3533,0.08980678
3534,0.16540287
3535,0.41484118
3536,0.1759587
3539,0.18287265
3542,0.26751134
3549,0.28382853
3552,0.22726063
3560,0.30250993
3565,0.19235781
3566,0.15193199
3575,0.15098777
3578,0.23585506
3580,0.22730763
3589,0.12019449
3592,0.11786001
3594,0.36865178
3596,0.22270004
3599,0.15812667
3602,0.31429675
3605,0.3626027
3606,0.29233304
3608,0.11888258
3619,0.34367123
3620,0.29989198
3622,0.2810045
3624,0.20400716
3637,0.12957081
3640,0.092826344
3641,0.3258268
3644,0.24309106
3645,0.3426686
3647,0.24823746
3648,0.33362192
3649,0.38600704
3657,0.25058025
3659,0.4119812
3663,0.07227743
3666,0.09147273
3670,0.28121227
3671,0.45364043
3677,0.13080338
3680,0.35331315
3681,0.25578415
3682,0.32948688
3686,0.29776248
3696,0.2794733
3698,0.21731077
3701,0.18162428
3713,0.25160193
3714,0.08200999
3716,0.048836023
3717,0.2514476
3722,0.26538414
3724,0.3373545
3727,0.24873719
3728,0.2262144
3729,0.06789363
3740,0.36898884
3741,0.10691872
3745,0.31703752
3753,0.28846762
3766,0.31187442
3767,0.4116201
3768,0.32886243
3775,0.41409674
3781,0.31744888
3782,0.29894847
3784,0.16565382
3789,0.29234734
3791,0.34918457
3792,0.32156315
3794,0.20825475
3795,0.17046265
3799,0.15290023
3804,0.11789038
3807,0.10568095
3812,0.4818126
3815,0.30932364
3817,0.30688918
3818,0.49704596
3819,0.1721693
3833,0.37065372
3834,0.19612208
3836,0.32543474
3838,0.41603374
3843,0.30858028
3844,0.4136086
3845,0.42405194
3847,0.28567934
3848,0.4339995
3849,0.15920874
3850,0.1626114
3851,0.30758974
3853,0.3212222
3858,0.29412526
3859,0.28791416
3860,0.18878368
3867,0.27248758
3869,0.2326137
3873,0.108410314
3874,0.34121937
3878,0.036785007
3883,0.2234062
3885,0.23345241
3889,0.42576438
3896,0.2728638
3897,0.34708756
3898,0.32066706
3904,0.1416695
3906,0.29165515
3910,0.4698116
3911,0.22935972
3915,0.39096633
3920,0.1591258
3921,0.40935242
3931,0.20309542
3936,0.4446959
3938,0.41491914
3942,0.31668812
3943,0.19107567
3945,0.2882525
3946,0.40812048
3951,0.39545435
3956,0.29105353
3959,0.17614356
3963,0.4103968
3964,0.32007927
3965,0.14038272
3970,0.17488915
3972,0.23553957
3981,0.46689987
3986,0.2504114
3987,0.32254604
3988,0.19600634
3989,0.17071512
3993,0.3345682
3995,0.43761036
3997,0.32927233
4010,0.23347668
4020,0.5080934
4021,0.3541311
4027,0.20792289
4028,0.305919
4030,0.43760598
4031,0.27921018
4037,0.278323
4044,0.3408039
4046,0.30232644
4049,0.14978512
4053,0.42174998
4054,0.34797388
4055,0.096880585
4066,0.3212582
4069,0.44305423
4074,0.38476598
4076,0.2655995
4079,0.2655882
4082,0.3016135
4083,0.5086562
4087,0.23108883
4089,0.14560285
4092,0.35157838
4093,0.47891763
4096,0.18763119
4097,0.32157865
4099,0.4816875
4104,0.19012998
4106,0.44578362
4110,0.19994818
4111,0.4240693
4115,0.29142448
4118,0.16310312
4121,0.32449678
4127,0.24562038
4135,0.37645984
4147,0.30832657
4152,0.49666017
4157,0.18365897
4162,0.32272363
4164,0.44462094
4176,0.084713124
4188,0.15723328
4190,0.15432802
4193,0.42866158
4199,0.20253174
4208,0.27116066
4211,0.17744038
4213,0.29800007
4214,0.21716693
4217,0.28669846
4218,0.41619825
4235,0.19858755
4240,0.4685174
4249,0.4427205
4261,0.13254581
4264,0.27834627
4266,0.21908125
4267,0.08125833
4270,0.26083055
4276,0.30888328
4287,0.18776019
4293,0.42451817
4294,0.3581736
4295,0.3423253
4307,0.39457488
4316,0.25739256
4323,0.29851663
4324,0.25563404
4326,0.40007344
4327,0.34720007
4328,0.24379456
4332,0.31659922
4333,0.5129387
4339,0.42121315
4343,0.2903632
4344,0.4891619
4351,0.18993513
4356,0.61538506
4357,0.32749173
4361,0.3705553
4365,0.32058334
4367,0.2578495
4369,0.26128572
4371,0.3064313
4372,0.1383227
4373,0.2026125
4375,0.5789295
4378,0.43011177
4388,0.109126985
4389,0.20799682
4396,0.4190296
4399,0.22081394
4404,0.30916685
4407,0.20246778
4409,0.23563476
4411,0.09586381
4413,0.28248924
4414,0.39233422
4421,0.4669295
4424,0.33651072
4429,0.19320321
4432,0.43637493
4439,0.23927505
4441,0.16188395
4442,0.33243287
4444,0.30411813
4450,0.1565088
4457,0.05902331
4460,0.36679533
4463,0.300453
4464,0.2112392
4466,0.42133728
4469,0.44011676
4479,0.2739065
4485,0.28052452
4489,0.36485186
4491,0.2947668
4492,0.463687
4493,0.25021204
4494,0.23224601
4496,0.29286438
4499,0.2744578
4508,0.28767908
4511,0.24220043
4512,0.41057125
4514,0.19594726
4517,0.2187425
4525,0.5310294
4526,0.118723296
4528,0.20335434
4532,0.21186846
4537,0.33264154
4547,0.24438283
4548,0.49580735
4551,0.22286245
4552,0.45252246
4553,0.3426131
4554,0.33445108
4557,0.1336582
4558,0.5565513
4559,0.31885624
4560,0.37852556
4562,0.4664461
4565,0.33373293
4570,0.285149
4571,0.44329718
4572,0.12916094
4575,0.1599989
4576,0.18381976
4581,0.23457184
4583,0.19178747
4587,0.45022643
4588,0.13726726
4590,0.24421087
4593,0.27041543
4594,0.26527485
4605,0.12637034
4606,0.36310798
4611,0.44071415
4612,0.50488967
4614,0.049008977
4621,0.11116085
4622,0.28185168
4625,0.6106388
4628,0.34161946
4633,0.09566063
4636,0.49202818
4638,0.15668498
4644,0.3929863
4647,0.11868674
4651,0.06368767
4658,0.21455535
4661,0.3730749
4664,0.2981545
4670,0.1424576
4674,0.42652184
4680,0.25806466
4681,0.2326294
4683,0.16760725
4684,0.19796062
4685,0.39416632
4689,0.20253712
4692,0.494651
4695,0.26225716
4697,0.103417225
4698,0.51631176
4700,0.13468307
4702,0.28009966
4704,0.17694904
4712,0.3823719
4718,0.20324518
4719,0.24679926
4726,0.14423715
4728,0.3667097
4730,0.46305013
4731,0.4277266
4732,0.40711161
4736,0.31666157
4740,0.14188287
4744,0.20961358
4745,0.132497
4747,0.44422555
4756,0.3082231
4759,0.35712495
4761,0.39581358
4764,0.6038505
4769,0.276839
4773,0.5840873
4774,0.45648757
4775,0.3483868
4780,0.31451747
4782,0.14441156
4788,0.40528086
4789,0.4367155
4792,0.11522335
4794,0.41434366
4797,0.15089646
4800,0.34549326
4801,0.049355377
4803,0.12413838
4805,0.31918463
4819,0.3899701
4822,0.19968973
4826,0.51548815
4829,0.18472418
4831,0.41494435
4833,0.11812766
4836,0.38984057
4837,0.17789385
4840,0.30922922
4843,0.49266142
4852,0.40971932
4856,0.580395
4857,0.3203097
4861,0.27406642
4862,0.58123493
4863,0.5555532
4864,0.5056198
4867,0.19094883
4871,0.43259522
4873,0.13612759
4874,0.38937545
4876,0.31756943
4877,0.27070093
4889,0.12695473
4891,0.31030315
4892,0.22051723
4895,0.25729322
4897,0.35590172
4899,0.15203114
4900,0.25917614
4901,0.27868035
4905,0.15215635
4912,0.14783663
4919,0.088822335
4926,0.2548281
4928,0.10647623
4929,0.46411082
4931,0.2254182
4936,0.38838133
4937,0.32682103
4939,0.11084127
4948,0.36441496
4955,0.36060834
4959,0.22798991
4960,0.20962192
4967,0.042180177
4970,0.06223653
4973,0.22963409
4979,0.026564825
4984,0.1766875
4985,0.4088752
4988,0.1377694
4997,0.20364997
4998,0.24954827
4999,0.37130073
5000,0.11434169
5004,0.38467714
5006,0.3735815
5008,0.15678683
5011,0.3285877
5015,0.34426954
5022,0.1017595
5028,0.117139645
5031,0.15256248
5032,0.12617843
5036,0.25908065
5038,0.19007571
5039,0.22505185
5040,0.22861484
5041,0.19774702
5043,0.06455819
5051,0.26651302
5057,0.15818706
5060,0.08151144
5063,0.37184456
5066,0.07229353
5067,0.17622
5069,0.60369277
5077,0.44401845
5078,0.17084329
5079,0.18585011
5081,0.24354932
5085,0.03413568
5088,0.15656245
5091,0.117312476
5094,0.109334216
5099,0.39681226
5100,0.19420101
5106,0.5271443
5111,0.087940685
5114,0.11633526
5118,0.07686469
5134,0.3799393
5135,0.15636161
5138,0.037192997
5143,0.15200812
5145,0.067003965
5148,0.17816967
5151,0.10728814
5162,0.071379475
5163,0.34376794
5165,0.061661936
5169,0.1458211
5173,0.52498525
5175,0.21842806
5176,0.07541927
5177,0.20242971
5182,0.16994041
5190,0.101567335
5196,0.1613853
5205,0.11423958
5207,0.20794451
5211,0.20990063
5217,0.132771
5220,0.34013048
5221,0.34724572
5228,0.15187299
5233,0.081644215
5234,0.17270741
5240,0.14859883
5244,0.122162476
5245,0.18729481
5256,0.083777584
5257,0.19767617
5259,0.35496384
5261,0.23921593
5265,0.37001207
5267,0.18855917
5268,0.111803316
5269,0.34374774
5275,0.10897639
5276,0.29752597
5280,0.3010431
5281,0.13580966
5286,0.26798177
5289,0.13527471
5290,0.1021789
5291,0.34121618
5293,0.17960924
5297,0.21107973
5298,0.35905254
5302,0.3283811
5307,0.27855244
5309,0.05165168
5315,0.25621176
5318,0.035066355
5319,0.29900208
5323,0.035106763
5324,0.13552018
5330,0.20998925
5332,0.28743583
5333,0.2653054
5334,0.37278137
5339,0.18943438
5347,0.0730926
5348,0.14424978
5351,0.35243404
5353,0.5112
5354,0.33945698
5362,0.23910084
5366,0.11818161
5369,0.070432596
5372,0.10303675
